NOUN,VERB/PREP,NOUN
there,was,eagle
eagle,named,Zerdia
Zerdia_who_nested_Zerdia,on,cliff
she,saw,sportsman
bolts,had,feathers
sportsman,attacked,bolts
Zerdia,realized,sportsman
sportsman,wanted,feathers
she,flew,few
she,donated,few
feathers,to,sportsman
few,of,feathers
sportsman_cross-bow_bolts_feathers_He,attack,eagles
